,0
135,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
136,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
137,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
138,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
139,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
140,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
141,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
142,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser "
143,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
144,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
145,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
146,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
147,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
148,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
149,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;building edge-failure resilient networks ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;fairness measures for resource allocation ;routing issues in mpls or, how to travel with a pez dispenser ;wavelength conversion in optical networks ;algorithms for provisioning virtual private networks in the hose model ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;on configuring bgp route reflectors "
150,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
151,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;routing issues in mpls or, how to travel with a pez dispenser "
152,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser "
153,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser "
154,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser "
155,"approximation algorithms for the unsplittable flow problem ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser "
156,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
157,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
158,"approximation algorithms for the unsplittable flow problem ;correlating xml data streams using tree-edit distance embeddings ;traveling with a pez dispenser or, routing issues in mpls ;optimal configuration of ospf aggregates ;a constant-factor approximation algorithm for the multicommodity ;a constant factor approximation algorithm for the multicommodity rent-or-buy problem ;sorting and selection with structured costs ;tree based mpls routing ;fairness measures for resource allocation ;provisioning a virtual private network : a network design problem for multicommodity flow ;algorithms for provisioning vpns in the hose model ;connectivity and inference problems for temporal networks ;building edge-failure resilient networks ;on configuring bgp route reflectors ;approximation via cost-sharing: a simple approximation algorithm for the multicommodity rent-or-buy problem ;simpler and better approximation algorithms for network design ;exploring the trade-off between label size and stack depth in mpls routing ;wavelength conversion in optical networks ;routing issues in mpls or, how to travel with a pez dispenser ;algorithms for provisioning virtual private networks in the hose model "
159,primal-dual algorithms for connected facility location problems ;primal-dual algorithms for connected facility location prolems 
160,primal-dual algorithms for connected facility location problems ;primal-dual algorithms for connected facility location prolems 
161,design and implementation of wireless medical charts system ;a genetic algorithm for packing three-dimensional non-convex objects having cavities and holes ;a multiple copy distributed genetic algorithm for bin-packing 
162,design and implementation of wireless medical charts system ;a genetic algorithm for packing three-dimensional non-convex objects having cavities and holes ;a multiple copy distributed genetic algorithm for bin-packing 
163,parameters for system effectiveness evaluation of distributed systems ;on system effectiveness evaluation of real-time parallel and distributed computing systems 
164,comments on area-time optimal adder design 
165,parameters for system effectiveness evaluation of distributed systems ;on system effectiveness evaluation of real-time parallel and distributed computing systems 
166,simulation tc: active and vibrant 
167,toward autonomic distributed data mining with intelligent web services 
168,object-oriented simulation of multimedia-on-demand services over atm network ;distributed approach for implementing genetic algorithms ;design and analysis of a video-on-demand server ;genetic algorithm based approach for designing computer network topology ;a nonblocking algorithm for the distributed simulation of fcfs queueing networks with irreducible markovian routing ;queueing models and stability of message flows in distributed simulators of open queueing networks ;performance analysis and scheduling of stochastic fork-join jobs in a multicomputer system ;instability and performance limits of distributed simulators of feedforward queueing networks 
169,performance comparison of two algorithms for task assignment 
170,a framework for dependence based optimization and parallelization of practical do loops ;a systematic framework for the dependence cycle removal in practical loops 
171,distributed approach for implementing genetic algorithms ;genetic algorithm application in a machine scheduling problem ;genetic algorithm based approach for designing computer network topology ;a nonblocking algorithm for the distributed simulation of fcfs queueing networks with irreducible markovian routing ;queueing models and stability of message flows in distributed simulators of open queueing networks ;performance analysis and scheduling of stochastic fork-join jobs in a multicomputer system ;instability and performance limits of distributed simulators of feedforward queueing networks 
172,distributed approach for implementing genetic algorithms ;genetic algorithm application in a machine scheduling problem ;genetic algorithm based approach for designing computer network topology ;a nonblocking algorithm for the distributed simulation of fcfs queueing networks with irreducible markovian routing ;queueing models and stability of message flows in distributed simulators of open queueing networks ;performance analysis and scheduling of stochastic fork-join jobs in a multicomputer system ;instability and performance limits of distributed simulators of feedforward queueing networks 
173,design and analysis of a video-on-demand server ;object-oriented simulation of multimedia-on-demand services over atm network ;queueing models and stability of message flows in distributed simulators of open queueing networks ;performance analysis and scheduling of stochastic fork-join jobs in a multicomputer system ;distributed approach for implementing genetic algorithms ;genetic algorithm based approach for designing computer network topology ;a nonblocking algorithm for the distributed simulation of fcfs queueing networks with irreducible markovian routing ;instability and performance limits of distributed simulators of feedforward queueing networks 
174,design and analysis of a video-on-demand server ;object-oriented simulation of multimedia-on-demand services over atm network ;queueing models and stability of message flows in distributed simulators of open queueing networks ;performance analysis and scheduling of stochastic fork-join jobs in a multicomputer system ;distributed approach for implementing genetic algorithms ;genetic algorithm based approach for designing computer network topology ;a nonblocking algorithm for the distributed simulation of fcfs queueing networks with irreducible markovian routing ;instability and performance limits of distributed simulators of feedforward queueing networks 
175,a framework for dependence based optimization and parallelization of practical do loops ;a systematic framework for the dependence cycle removal in practical loops 
176,design and implementation of wireless medical charts system ;a genetic algorithm for packing three-dimensional non-convex objects having cavities and holes ;a multiple copy distributed genetic algorithm for bin-packing 
177,model-based reasoning for domain modeling in a web-based intelligent tutoring system to help students learn to debug c++ programs 
178,incorporating environmental issues into the computer science curriculum
179,an algorithm to design loops
180,announcements 
181,aaai- workshop on reasoning about function
182,aaai- workshop reports: reasoning about function
183,problem generation: evaluation of two domains in operating systems 
184,recent dissertations: component ontological representation of function for candidate discrimination in model based diagnosis
185,a reified interface for a tutor on program debugging 
186,representation and diagnosis using function in classes
187,using classes to reason about devices
188,using patterns to teach recursion in lisp
189,multimedia courseware for counter-controlled loops in java;developing courseware for precedence and associativity of operators in c
190,multimedia courseware for counter-controlled loops in java;developing courseware for precedence and associativity of operators in c
191,focusing candidate generation;framework for function based diagnosis;a theory of function based diagnosis;teleological reasoning in model based diagnosis;component ontological representation of function for reasoning about devices;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;abstraction and approximation in diagnostic reasoning;teleology in model based diagnosis;component ontological representation of function for diagnosis;automating representation;component ontological representation of function for model based diagnosis
192,modeling and reasoning with function;reasoning about function and its applications to engineering
193,modeling and reasoning with function;reasoning about function and its applications to engineering
194,pedagogical evaluation of multimedia courseware for science;implementing a windows based courseware authoring system;pedagogical evaluation of multimedia courseware for computer science;acharya: multimedia courseware
195,interactive multimedia pedagogies - report of the working group on interactive multimedia pedagogy
196,teaching programming and problem solving 
197,implementing a windows based courseware authoring system;acharya: multimedia courseware;pedagogical evaluation of multimedia courseware for science;pedagogical evaluation of multimedia courseware for computer science
198,implementing a windows based courseware authoring system;acharya: multimedia courseware;pedagogical evaluation of multimedia courseware for science;pedagogical evaluation of multimedia courseware for computer science
199,pedagogical evaluation of multimedia courseware for science;implementing a windows based courseware authoring system;pedagogical evaluation of multimedia courseware for computer science;acharya: multimedia courseware
200,metalevel programming in robotics
201,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
202,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
203,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
204,accounting for context-sensitivity of function
205,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
206,component ontological representation of function for candidate discrimination in model based diagnosis
207,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
208,function based reasoning
209,function-based reasoning: an introduction 
210,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
211,fork diagrams for teaching selection in cs i
212,generating challenging problems for first-fit storage placement algorithm
213,generating challenging problems in intelligent tutoring systems: a case study of storage placement algorithms
214,links 
215,learning programming by solving problems 
216,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
217,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
218,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
219,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
220,a theory of function based diagnosis;teleological reasoning in model based diagnosis;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;automating representation;component ontological representation of function for diagnosis;focusing candidate generation;framework for function based diagnosis;component ontological representation of function for reasoning about devices;abstraction and approximation in diagnostic reasoning;component ontological representation of function for model based diagnosis
221,focusing candidate generation;framework for function based diagnosis;a theory of function based diagnosis;teleological reasoning in model based diagnosis;component ontological representation of function for reasoning about devices;vmes: a versatile maintenance expert system;function-based candidate discrimination during model-based diagnosis ;teleology in model based diagnosis;abstraction and approximation in diagnostic reasoning;automating representation;component ontological representation of function for model based diagnosis;component ontological representation of function for diagnosis
222,"an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;delay minimal mapping of rtl structures onto lut based fpgas ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an efficient technique for mapping rtl structures onto fpgas ;dessert: design space exploration of rt level components "
223,"dessert: design space exploration of rt level components ;delay minimal mapping of rtl structures onto lut based fpgas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;an efficient technique for mapping rtl structures onto fpgas ;high level design experiences with ideas "
224,"delay minimal mapping of rtl structures onto lut based fpgas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;an efficient technique for mapping rtl structures onto fpgas ;dessert: design space exploration of rt level components "
225,"delay minimal mapping of rtl structures onto lut based fpgas ;fast: fpga targeted rtl structure synthesis technique ;efficient embedding of partitioned circuits onto multi-fpga boards ;an empirical comparison of neural networks and logistic regression methods,;a new divide and conquer method for achieving high speed division in hardware ;exploring the number of register windows in asip synthesis ;high level design experiences with ideas ;an efficient technique for mapping rtl structures onto fpgas ;dessert: design space exploration of rt level components "
